session_id,pattern,t,x,vx,input_left,input_right
noisy_ping_pong_002,noisy_ping_pong,0.0,52.113,0.0,0,1
noisy_ping_pong_002,noisy_ping_pong,0.01667,53.613,90.0,0,1
noisy_ping_pong_002,noisy_ping_pong,0.03333,55.113,90.0,0,1
noisy_ping_pong_002,noisy_ping_pong,0.05,56.613,90.0,0,1
noisy_ping_pong_002,noisy_ping_pong,0.06667,58.113,90.0,0,1
noisy_ping_pong_002,noisy_ping_pong,0.08333,59.613,90.0,0,1
noisy_ping_pong_002,noisy_ping_pong,0.1,61.113,90.0,0,1
noisy_ping_pong_002,noisy_ping_pong,0.11667,62.613,90.0,0,1
noisy_ping_pong_002,noisy_ping_pong,0.13333,64.113,90.0,0,1
noisy_ping_pong_002,noisy_ping_pong,0.15,65.613,90.0,0,1
noisy_ping_pong_002,noisy_ping_pong,0.16667,67.113,90.0,0,1
noisy_ping_pong_002,noisy_ping_pong,0.18333,68.613,90.0,0,1
noisy_ping_pong_002,noisy_ping_pong,0.2,70.113,90.0,0,1
noisy_ping_pong_002,noisy_ping_pong,0.21667,71.613,90.0,0,1
noisy_ping_pong_002,noisy_ping_pong,0.23333,73.113,90.0,0,1
noisy_ping_pong_002,noisy_ping_pong,0.25,74.613,90.0,0,1
noisy_ping_pong_002,noisy_ping_pong,0.26667,76.113,90.0,0,1
noisy_ping_pong_002,noisy_ping_pong,0.28333,77.613,90.0,0,1
noisy_ping_pong_002,noisy_ping_pong,0.3,79.113,90.0,0,1
noisy_ping_pong_002,noisy_ping_pong,0.31667,80.613,90.0,0,1
noisy_ping_pong_002,noisy_ping_pong,0.33333,82.113,90.0,0,1
noisy_ping_pong_002,noisy_ping_pong,0.35,83.613,90.0,0,1
noisy_ping_pong_002,noisy_ping_pong,0.36667,85.113,90.0,0,1
noisy_ping_pong_002,noisy_ping_pong,0.38333,86.613,90.0,0,1
noisy_ping_pong_002,noisy_ping_pong,0.4,88.113,90.0,0,1
noisy_ping_pong_002,noisy_ping_pong,0.41667,89.613,90.0,0,1
noisy_ping_pong_002,noisy_ping_pong,0.43333,91.113,90.0,0,1
noisy_ping_pong_002,noisy_ping_pong,0.45,92.613,90.0,0,1
noisy_ping_pong_002,noisy_ping_pong,0.46667,94.113,90.0,0,1
noisy_ping_pong_002,noisy_ping_pong,0.48333,95.613,90.0,0,1
noisy_ping_pong_002,noisy_ping_pong,0.5,97.113,90.0,0,1
noisy_ping_pong_002,noisy_ping_pong,0.51667,98.613,90.0,0,1
noisy_ping_pong_002,noisy_ping_pong,0.53333,100.113,90.0,0,1
noisy_ping_pong_002,noisy_ping_pong,0.55,101.613,90.0,0,1
noisy_ping_pong_002,noisy_ping_pong,0.56667,103.113,90.0,0,1
noisy_ping_pong_002,noisy_ping_pong,0.58333,104.613,90.0,0,1
noisy_ping_pong_002,noisy_ping_pong,0.6,106.113,90.0,0,1
noisy_ping_pong_002,noisy_ping_pong,0.61667,107.613,90.0,0,1
noisy_ping_pong_002,noisy_ping_pong,0.63333,109.113,90.0,0,1
noisy_ping_pong_002,noisy_ping_pong,0.65,110.613,90.0,1,0
noisy_ping_pong_002,noisy_ping_pong,0.66667,109.113,-90.0,0,1
noisy_ping_pong_002,noisy_ping_pong,0.68333,110.613,90.0,0,1
noisy_ping_pong_002,noisy_ping_pong,0.7,112.113,90.0,0,1
noisy_ping_pong_002,noisy_ping_pong,0.71667,113.613,90.0,0,1
noisy_ping_pong_002,noisy_ping_pong,0.73333,115.113,90.0,0,1
noisy_ping_pong_002,noisy_ping_pong,0.75,116.613,90.0,0,0
noisy_ping_pong_002,noisy_ping_pong,0.76667,116.613,0.0,0,1
noisy_ping_pong_002,noisy_ping_pong,0.78333,118.113,90.0,0,1
noisy_ping_pong_002,noisy_ping_pong,0.8,119.613,90.0,0,1
noisy_ping_pong_002,noisy_ping_pong,0.81667,121.113,90.0,1,0
noisy_ping_pong_002,noisy_ping_pong,0.83333,119.613,-90.0,1,0
noisy_ping_pong_002,noisy_ping_pong,0.85,118.113,-90.0,0,1
noisy_ping_pong_002,noisy_ping_pong,0.86667,119.613,90.0,1,0
noisy_ping_pong_002,noisy_ping_pong,0.88333,118.113,-90.0,0,1
noisy_ping_pong_002,noisy_ping_pong,0.9,119.613,90.0,0,1
noisy_ping_pong_002,noisy_ping_pong,0.91667,121.113,90.0,0,1
noisy_ping_pong_002,noisy_ping_pong,0.93333,122.613,90.0,0,1
noisy_ping_pong_002,noisy_ping_pong,0.95,124.113,90.0,0,1
noisy_ping_pong_002,noisy_ping_pong,0.96667,125.613,90.0,0,1
noisy_ping_pong_002,noisy_ping_pong,0.98333,127.113,90.0,0,1
