session_id,pattern,t,x,vx,input_left,input_right
dodge_and_return_000,dodge_and_return,0.0,100.857,0.0,0,0
dodge_and_return_000,dodge_and_return,0.01667,100.857,0.0,0,0
dodge_and_return_000,dodge_and_return,0.03333,100.857,0.0,0,0
dodge_and_return_000,dodge_and_return,0.05,100.857,0.0,0,0
dodge_and_return_000,dodge_and_return,0.06667,100.857,0.0,0,0
dodge_and_return_000,dodge_and_return,0.08333,100.857,0.0,0,0
dodge_and_return_000,dodge_and_return,0.1,100.857,0.0,0,0
dodge_and_return_000,dodge_and_return,0.11667,100.857,0.0,0,0
dodge_and_return_000,dodge_and_return,0.13333,100.857,0.0,0,0
dodge_and_return_000,dodge_and_return,0.15,100.857,0.0,0,0
dodge_and_return_000,dodge_and_return,0.16667,100.857,0.0,0,0
dodge_and_return_000,dodge_and_return,0.18333,100.857,0.0,0,0
dodge_and_return_000,dodge_and_return,0.2,100.857,0.0,0,0
dodge_and_return_000,dodge_and_return,0.21667,100.857,0.0,0,0
dodge_and_return_000,dodge_and_return,0.23333,100.857,0.0,0,0
dodge_and_return_000,dodge_and_return,0.25,100.857,0.0,0,0
dodge_and_return_000,dodge_and_return,0.26667,100.857,0.0,0,0
dodge_and_return_000,dodge_and_return,0.28333,100.857,0.0,0,0
dodge_and_return_000,dodge_and_return,0.3,100.857,0.0,0,0
dodge_and_return_000,dodge_and_return,0.31667,100.857,0.0,0,0
dodge_and_return_000,dodge_and_return,0.33333,100.857,0.0,0,0
dodge_and_return_000,dodge_and_return,0.35,100.857,0.0,0,0
dodge_and_return_000,dodge_and_return,0.36667,100.857,0.0,0,0
dodge_and_return_000,dodge_and_return,0.38333,100.857,0.0,0,0
dodge_and_return_000,dodge_and_return,0.4,100.857,0.0,0,0
dodge_and_return_000,dodge_and_return,0.41667,100.857,0.0,0,0
dodge_and_return_000,dodge_and_return,0.43333,100.857,0.0,0,0
dodge_and_return_000,dodge_and_return,0.45,100.857,0.0,0,0
dodge_and_return_000,dodge_and_return,0.46667,100.857,0.0,0,0
dodge_and_return_000,dodge_and_return,0.48333,100.857,0.0,0,0
dodge_and_return_000,dodge_and_return,0.5,100.857,0.0,0,0
dodge_and_return_000,dodge_and_return,0.51667,100.857,0.0,0,0
dodge_and_return_000,dodge_and_return,0.53333,100.857,0.0,0,0
dodge_and_return_000,dodge_and_return,0.55,100.857,0.0,0,0
dodge_and_return_000,dodge_and_return,0.56667,100.857,0.0,0,0
dodge_and_return_000,dodge_and_return,0.58333,100.857,0.0,0,0
dodge_and_return_000,dodge_and_return,0.6,100.857,0.0,0,0
dodge_and_return_000,dodge_and_return,0.61667,100.857,0.0,0,0
dodge_and_return_000,dodge_and_return,0.63333,100.857,0.0,0,0
dodge_and_return_000,dodge_and_return,0.65,100.857,0.0,0,0
dodge_and_return_000,dodge_and_return,0.66667,100.857,0.0,0,0
dodge_and_return_000,dodge_and_return,0.68333,100.857,0.0,0,0
dodge_and_return_000,dodge_and_return,0.7,100.857,0.0,0,0
dodge_and_return_000,dodge_and_return,0.71667,100.857,0.0,0,0
dodge_and_return_000,dodge_and_return,0.73333,100.857,0.0,0,0
dodge_and_return_000,dodge_and_return,0.75,100.857,0.0,0,0
dodge_and_return_000,dodge_and_return,0.76667,100.857,0.0,0,0
dodge_and_return_000,dodge_and_return,0.78333,100.857,0.0,0,0
dodge_and_return_000,dodge_and_return,0.8,100.857,0.0,0,0
dodge_and_return_000,dodge_and_return,0.81667,100.857,0.0,0,0
dodge_and_return_000,dodge_and_return,0.83333,100.857,0.0,0,0
dodge_and_return_000,dodge_and_return,0.85,100.857,0.0,0,0
dodge_and_return_000,dodge_and_return,0.86667,100.857,0.0,0,0
dodge_and_return_000,dodge_and_return,0.88333,100.857,0.0,0,0
dodge_and_return_000,dodge_and_return,0.9,100.857,0.0,0,0
