session_id,pattern,t,x,vx,input_left,input_right
step_and_pause_005,step_and_pause,0.0,201.53,0.0,0,1
step_and_pause_005,step_and_pause,0.01667,203.03,90.0,0,0
step_and_pause_005,step_and_pause,0.03333,203.03,0.0,0,0
step_and_pause_005,step_and_pause,0.05,203.03,0.0,0,0
step_and_pause_005,step_and_pause,0.06667,203.03,0.0,0,0
step_and_pause_005,step_and_pause,0.08333,203.03,0.0,0,0
step_and_pause_005,step_and_pause,0.1,203.03,0.0,0,0
step_and_pause_005,step_and_pause,0.11667,203.03,0.0,0,0
step_and_pause_005,step_and_pause,0.13333,203.03,0.0,0,0
step_and_pause_005,step_and_pause,0.15,203.03,0.0,0,0
step_and_pause_005,step_and_pause,0.16667,203.03,0.0,0,0
step_and_pause_005,step_and_pause,0.18333,203.03,0.0,0,0
step_and_pause_005,step_and_pause,0.2,203.03,0.0,0,0
step_and_pause_005,step_and_pause,0.21667,203.03,0.0,0,0
step_and_pause_005,step_and_pause,0.23333,203.03,0.0,0,0
step_and_pause_005,step_and_pause,0.25,203.03,0.0,0,0
step_and_pause_005,step_and_pause,0.26667,203.03,0.0,0,0
step_and_pause_005,step_and_pause,0.28333,203.03,0.0,0,0
step_and_pause_005,step_and_pause,0.3,203.03,0.0,0,0
step_and_pause_005,step_and_pause,0.31667,203.03,0.0,0,0
step_and_pause_005,step_and_pause,0.33333,203.03,0.0,0,0
step_and_pause_005,step_and_pause,0.35,203.03,0.0,0,0
step_and_pause_005,step_and_pause,0.36667,203.03,0.0,0,0
step_and_pause_005,step_and_pause,0.38333,203.03,0.0,0,0
step_and_pause_005,step_and_pause,0.4,203.03,0.0,0,0
step_and_pause_005,step_and_pause,0.41667,203.03,0.0,0,0
step_and_pause_005,step_and_pause,0.43333,203.03,0.0,0,0
step_and_pause_005,step_and_pause,0.45,203.03,0.0,0,0
step_and_pause_005,step_and_pause,0.46667,203.03,0.0,0,0
step_and_pause_005,step_and_pause,0.48333,203.03,0.0,0,0
step_and_pause_005,step_and_pause,0.5,203.03,0.0,0,0
step_and_pause_005,step_and_pause,0.51667,203.03,0.0,0,0
step_and_pause_005,step_and_pause,0.53333,203.03,0.0,0,0
step_and_pause_005,step_and_pause,0.55,203.03,0.0,0,0
step_and_pause_005,step_and_pause,0.56667,203.03,0.0,0,0
step_and_pause_005,step_and_pause,0.58333,203.03,0.0,0,0
step_and_pause_005,step_and_pause,0.6,203.03,0.0,0,0
step_and_pause_005,step_and_pause,0.61667,203.03,0.0,0,0
step_and_pause_005,step_and_pause,0.63333,203.03,0.0,0,0
