session_id,pattern,t,x,vx,input_left,input_right
edge_hugging_004,edge_hugging,0.0,23.882,0.0,0,1
edge_hugging_004,edge_hugging,0.01667,25.382,90.0,0,1
edge_hugging_004,edge_hugging,0.03333,26.882,90.0,0,1
edge_hugging_004,edge_hugging,0.05,28.382,90.0,0,1
edge_hugging_004,edge_hugging,0.06667,29.882,90.0,0,1
edge_hugging_004,edge_hugging,0.08333,31.382,90.0,0,1
edge_hugging_004,edge_hugging,0.1,32.882,90.0,0,1
edge_hugging_004,edge_hugging,0.11667,34.382,90.0,0,1
edge_hugging_004,edge_hugging,0.13333,35.882,90.0,0,1
edge_hugging_004,edge_hugging,0.15,37.382,90.0,0,1
edge_hugging_004,edge_hugging,0.16667,38.882,90.0,0,1
edge_hugging_004,edge_hugging,0.18333,40.382,90.0,0,1
edge_hugging_004,edge_hugging,0.2,41.882,90.0,0,1
edge_hugging_004,edge_hugging,0.21667,43.382,90.0,0,1
edge_hugging_004,edge_hugging,0.23333,44.882,90.0,0,1
edge_hugging_004,edge_hugging,0.25,46.382,90.0,0,1
edge_hugging_004,edge_hugging,0.26667,47.882,90.0,0,1
edge_hugging_004,edge_hugging,0.28333,49.382,90.0,0,1
edge_hugging_004,edge_hugging,0.3,50.882,90.0,0,1
edge_hugging_004,edge_hugging,0.31667,52.382,90.0,0,1
edge_hugging_004,edge_hugging,0.33333,53.882,90.0,0,1
edge_hugging_004,edge_hugging,0.35,55.382,90.0,0,1
edge_hugging_004,edge_hugging,0.36667,56.882,90.0,0,1
edge_hugging_004,edge_hugging,0.38333,58.382,90.0,0,1
edge_hugging_004,edge_hugging,0.4,59.882,90.0,0,1
edge_hugging_004,edge_hugging,0.41667,61.382,90.0,0,1
edge_hugging_004,edge_hugging,0.43333,62.882,90.0,0,1
edge_hugging_004,edge_hugging,0.45,64.382,90.0,0,1
edge_hugging_004,edge_hugging,0.46667,65.882,90.0,0,1
edge_hugging_004,edge_hugging,0.48333,67.382,90.0,0,1
edge_hugging_004,edge_hugging,0.5,68.882,90.0,0,1
edge_hugging_004,edge_hugging,0.51667,70.382,90.0,0,1
edge_hugging_004,edge_hugging,0.53333,71.882,90.0,0,1
edge_hugging_004,edge_hugging,0.55,73.382,90.0,0,1
edge_hugging_004,edge_hugging,0.56667,74.882,90.0,0,1
edge_hugging_004,edge_hugging,0.58333,76.382,90.0,0,1
edge_hugging_004,edge_hugging,0.6,77.882,90.0,0,1
edge_hugging_004,edge_hugging,0.61667,79.382,90.0,0,1
edge_hugging_004,edge_hugging,0.63333,80.882,90.0,0,1
edge_hugging_004,edge_hugging,0.65,82.382,90.0,0,1
edge_hugging_004,edge_hugging,0.66667,83.882,90.0,0,1
edge_hugging_004,edge_hugging,0.68333,85.382,90.0,0,1
edge_hugging_004,edge_hugging,0.7,86.882,90.0,0,1
edge_hugging_004,edge_hugging,0.71667,88.382,90.0,0,1
edge_hugging_004,edge_hugging,0.73333,89.882,90.0,0,1
edge_hugging_004,edge_hugging,0.75,91.382,90.0,0,1
edge_hugging_004,edge_hugging,0.76667,92.882,90.0,0,1
edge_hugging_004,edge_hugging,0.78333,94.382,90.0,0,1
edge_hugging_004,edge_hugging,0.8,95.882,90.0,0,1
edge_hugging_004,edge_hugging,0.81667,97.382,90.0,0,1
edge_hugging_004,edge_hugging,0.83333,98.882,90.0,0,1
edge_hugging_004,edge_hugging,0.85,100.382,90.0,0,1
edge_hugging_004,edge_hugging,0.86667,101.882,90.0,0,1
edge_hugging_004,edge_hugging,0.88333,103.382,90.0,0,1
edge_hugging_004,edge_hugging,0.9,104.882,90.0,0,1
edge_hugging_004,edge_hugging,0.91667,106.382,90.0,0,1
edge_hugging_004,edge_hugging,0.93333,107.882,90.0,0,1
edge_hugging_004,edge_hugging,0.95,109.382,90.0,0,1
edge_hugging_004,edge_hugging,0.96667,110.882,90.0,0,1
edge_hugging_004,edge_hugging,0.98333,112.382,90.0,0,1
edge_hugging_004,edge_hugging,1.0,113.882,90.0,0,1
edge_hugging_004,edge_hugging,1.01667,115.382,90.0,0,1
edge_hugging_004,edge_hugging,1.03333,116.882,90.0,0,1
edge_hugging_004,edge_hugging,1.05,118.382,90.0,0,1
edge_hugging_004,edge_hugging,1.06667,119.882,90.0,0,1
edge_hugging_004,edge_hugging,1.08333,121.382,90.0,0,1
edge_hugging_004,edge_hugging,1.1,122.882,90.0,0,1
edge_hugging_004,edge_hugging,1.11667,124.382,90.0,0,1
edge_hugging_004,edge_hugging,1.13333,125.882,90.0,0,1
edge_hugging_004,edge_hugging,1.15,127.382,90.0,0,1
edge_hugging_004,edge_hugging,1.16667,128.882,90.0,0,1
edge_hugging_004,edge_hugging,1.18333,130.382,90.0,0,1
edge_hugging_004,edge_hugging,1.2,131.882,90.0,0,1
edge_hugging_004,edge_hugging,1.21667,133.382,90.0,0,1
edge_hugging_004,edge_hugging,1.23333,134.882,90.0,0,1
edge_hugging_004,edge_hugging,1.25,136.382,90.0,0,1
edge_hugging_004,edge_hugging,1.26667,137.882,90.0,0,1
edge_hugging_004,edge_hugging,1.28333,139.382,90.0,0,1
edge_hugging_004,edge_hugging,1.3,140.882,90.0,0,1
edge_hugging_004,edge_hugging,1.31667,142.382,90.0,0,1
edge_hugging_004,edge_hugging,1.33333,143.882,90.0,0,1
edge_hugging_004,edge_hugging,1.35,145.382,90.0,0,1
edge_hugging_004,edge_hugging,1.36667,146.882,90.0,0,1
edge_hugging_004,edge_hugging,1.38333,148.382,90.0,0,1
edge_hugging_004,edge_hugging,1.4,149.882,90.0,0,1
edge_hugging_004,edge_hugging,1.41667,151.382,90.0,0,1
edge_hugging_004,edge_hugging,1.43333,152.882,90.0,0,1
edge_hugging_004,edge_hugging,1.45,154.382,90.0,0,1
edge_hugging_004,edge_hugging,1.46667,155.882,90.0,0,1
edge_hugging_004,edge_hugging,1.48333,157.382,90.0,0,1
edge_hugging_004,edge_hugging,1.5,158.882,90.0,0,1
edge_hugging_004,edge_hugging,1.51667,160.382,90.0,0,1
edge_hugging_004,edge_hugging,1.53333,161.882,90.0,0,1
edge_hugging_004,edge_hugging,1.55,163.382,90.0,0,1
edge_hugging_004,edge_hugging,1.56667,164.882,90.0,0,1
edge_hugging_004,edge_hugging,1.58333,166.382,90.0,0,1
edge_hugging_004,edge_hugging,1.6,167.882,90.0,0,1
edge_hugging_004,edge_hugging,1.61667,169.382,90.0,0,1
edge_hugging_004,edge_hugging,1.63333,170.882,90.0,0,1
edge_hugging_004,edge_hugging,1.65,172.382,90.0,0,1
edge_hugging_004,edge_hugging,1.66667,173.882,90.0,0,1
edge_hugging_004,edge_hugging,1.68333,175.382,90.0,0,1
edge_hugging_004,edge_hugging,1.7,176.882,90.0,0,1
edge_hugging_004,edge_hugging,1.71667,178.382,90.0,0,0
edge_hugging_004,edge_hugging,1.73333,178.382,0.0,0,0
edge_hugging_004,edge_hugging,1.75,178.382,0.0,0,0
edge_hugging_004,edge_hugging,1.76667,178.382,0.0,0,0
edge_hugging_004,edge_hugging,1.78333,178.382,0.0,0,0
edge_hugging_004,edge_hugging,1.8,178.382,0.0,0,0
edge_hugging_004,edge_hugging,1.81667,178.382,0.0,0,0
edge_hugging_004,edge_hugging,1.83333,178.382,0.0,0,0
edge_hugging_004,edge_hugging,1.85,178.382,0.0,0,0
edge_hugging_004,edge_hugging,1.86667,178.382,0.0,0,0
edge_hugging_004,edge_hugging,1.88333,178.382,0.0,0,0
edge_hugging_004,edge_hugging,1.9,178.382,0.0,0,0
edge_hugging_004,edge_hugging,1.91667,178.382,0.0,0,0
edge_hugging_004,edge_hugging,1.93333,178.382,0.0,0,0
edge_hugging_004,edge_hugging,1.95,178.382,0.0,0,0
edge_hugging_004,edge_hugging,1.96667,178.382,0.0,0,0
edge_hugging_004,edge_hugging,1.98333,178.382,0.0,0,0
edge_hugging_004,edge_hugging,2.0,178.382,0.0,0,0
edge_hugging_004,edge_hugging,2.01667,178.382,0.0,0,0
edge_hugging_004,edge_hugging,2.03333,178.382,0.0,0,0
edge_hugging_004,edge_hugging,2.05,178.382,0.0,0,0
edge_hugging_004,edge_hugging,2.06667,178.382,0.0,0,0
edge_hugging_004,edge_hugging,2.08333,178.382,0.0,0,0
edge_hugging_004,edge_hugging,2.1,178.382,0.0,0,0
edge_hugging_004,edge_hugging,2.11667,178.382,0.0,0,0
edge_hugging_004,edge_hugging,2.13333,178.382,0.0,0,0
edge_hugging_004,edge_hugging,2.15,178.382,0.0,0,0
edge_hugging_004,edge_hugging,2.16667,178.382,0.0,0,0
edge_hugging_004,edge_hugging,2.18333,178.382,0.0,0,0
edge_hugging_004,edge_hugging,2.2,178.382,0.0,0,0
edge_hugging_004,edge_hugging,2.21667,178.382,0.0,0,0
edge_hugging_004,edge_hugging,2.23333,178.382,0.0,0,0
edge_hugging_004,edge_hugging,2.25,178.382,0.0,0,0
edge_hugging_004,edge_hugging,2.26667,178.382,0.0,0,0
edge_hugging_004,edge_hugging,2.28333,178.382,0.0,0,0
edge_hugging_004,edge_hugging,2.3,178.382,0.0,0,0
edge_hugging_004,edge_hugging,2.31667,178.382,0.0,0,0
edge_hugging_004,edge_hugging,2.33333,178.382,0.0,0,0
edge_hugging_004,edge_hugging,2.35,178.382,0.0,0,0
edge_hugging_004,edge_hugging,2.36667,178.382,0.0,0,0
edge_hugging_004,edge_hugging,2.38333,178.382,0.0,0,0
edge_hugging_004,edge_hugging,2.4,178.382,0.0,0,0
edge_hugging_004,edge_hugging,2.41667,178.382,0.0,0,0
edge_hugging_004,edge_hugging,2.43333,178.382,0.0,0,0
edge_hugging_004,edge_hugging,2.45,178.382,0.0,0,0
edge_hugging_004,edge_hugging,2.46667,178.382,0.0,0,0
edge_hugging_004,edge_hugging,2.48333,178.382,0.0,0,0
edge_hugging_004,edge_hugging,2.5,178.382,0.0,0,0
edge_hugging_004,edge_hugging,2.51667,178.382,0.0,0,0
edge_hugging_004,edge_hugging,2.53333,178.382,0.0,0,0
edge_hugging_004,edge_hugging,2.55,178.382,0.0,0,0
edge_hugging_004,edge_hugging,2.56667,178.382,0.0,0,0
edge_hugging_004,edge_hugging,2.58333,178.382,0.0,0,0
edge_hugging_004,edge_hugging,2.6,178.382,0.0,0,0
edge_hugging_004,edge_hugging,2.61667,178.382,0.0,0,0
edge_hugging_004,edge_hugging,2.63333,178.382,0.0,0,0
edge_hugging_004,edge_hugging,2.65,178.382,0.0,0,0
edge_hugging_004,edge_hugging,2.66667,178.382,0.0,0,0
edge_hugging_004,edge_hugging,2.68333,178.382,0.0,0,0
